"id","zip_code","sid","default_state","default_city","default_type"
19233,"45387",41,"OH","YELLOW SPRINGS","STANDARD"
19234,"45388",41,"OH","YORKSHIRE","STANDARD"
19235,"45389",41,"OH","CHRISTIANSBURG","PO BOX"
19236,"45390",41,"OH","UNION CITY","STANDARD"
19237,"45401",41,"OH","DAYTON","PO BOX"
19238,"45402",41,"OH","DAYTON","STANDARD"
19239,"45403",41,"OH","DAYTON","STANDARD"
19240,"45404",41,"OH","DAYTON","STANDARD"
19241,"45405",41,"OH","DAYTON","STANDARD"
19242,"45406",41,"OH","DAYTON","STANDARD"
19243,"45409",41,"OH","DAYTON","STANDARD"
19244,"45410",41,"OH","DAYTON","STANDARD"
19245,"45412",41,"OH","DAYTON","UNIQUE"
19246,"45413",41,"OH","DAYTON","PO BOX"
19247,"45414",41,"OH","DAYTON","STANDARD"
19248,"45415",41,"OH","DAYTON","STANDARD"
19249,"45416",41,"OH","DAYTON","STANDARD"
19250,"45417",41,"OH","DAYTON","STANDARD"
19251,"45419",41,"OH","DAYTON","STANDARD"
19252,"45420",41,"OH","DAYTON","STANDARD"
19253,"45422",41,"OH","DAYTON","UNIQUE"
19254,"45423",41,"OH","DAYTON","STANDARD"
19255,"45424",41,"OH","DAYTON","STANDARD"
19256,"45426",41,"OH","DAYTON","STANDARD"
19257,"45428",41,"OH","DAYTON","PO BOX"
19258,"45429",41,"OH","DAYTON","STANDARD"
19259,"45430",41,"OH","DAYTON","STANDARD"
19260,"45431",41,"OH","DAYTON","STANDARD"
19261,"45432",41,"OH","DAYTON","STANDARD"
19262,"45433",41,"OH","DAYTON","STANDARD"
19263,"45434",41,"OH","DAYTON","STANDARD"
19264,"45435",41,"OH","DAYTON","UNIQUE"
19265,"45437",41,"OH","DAYTON","PO BOX"
19266,"45439",41,"OH","DAYTON","STANDARD"
19267,"45440",41,"OH","DAYTON","STANDARD"
19268,"45441",41,"OH","DAYTON","PO BOX"
19269,"45448",41,"OH","DAYTON","UNIQUE"
19270,"45449",41,"OH","DAYTON","STANDARD"
19271,"45458",41,"OH","DAYTON","STANDARD"
19272,"45459",41,"OH","DAYTON","STANDARD"
19273,"45469",41,"OH","DAYTON","UNIQUE"
19274,"45470",41,"OH","DAYTON","UNIQUE"
19275,"45475",41,"OH","DAYTON","PO BOX"
19276,"45479",41,"OH","DAYTON","STANDARD"
19277,"45481",41,"OH","DAYTON","UNIQUE"
19278,"45482",41,"OH","DAYTON","UNIQUE"
19279,"45490",41,"OH","DAYTON","PO BOX"
19280,"45501",41,"OH","SPRINGFIELD","PO BOX"
19281,"45502",41,"OH","SPRINGFIELD","STANDARD"
19282,"45503",41,"OH","SPRINGFIELD","STANDARD"
19283,"45504",41,"OH","SPRINGFIELD","STANDARD"
19284,"45505",41,"OH","SPRINGFIELD","STANDARD"
19285,"45506",41,"OH","SPRINGFIELD","STANDARD"
19286,"45601",41,"OH","CHILLICOTHE","STANDARD"
19287,"45612",41,"OH","BAINBRIDGE","STANDARD"
19288,"45613",41,"OH","BEAVER","STANDARD"
19289,"45614",41,"OH","BIDWELL","STANDARD"
19290,"45616",41,"OH","BLUE CREEK","STANDARD"
19291,"45617",41,"OH","BOURNEVILLE","PO BOX"
19292,"45618",41,"OH","CHERRY FORK","PO BOX"
19293,"45619",41,"OH","CHESAPEAKE","STANDARD"
19294,"45620",41,"OH","CHESHIRE","STANDARD"
19295,"45621",41,"OH","COALTON","PO BOX"
19296,"45622",41,"OH","CREOLA","STANDARD"
19297,"45623",41,"OH","CROWN CITY","STANDARD"
19298,"45624",41,"OH","CYNTHIANA","PO BOX"
19299,"45628",41,"OH","FRANKFORT","STANDARD"
19300,"45629",41,"OH","FRANKLIN FURNACE","STANDARD"
19301,"45630",41,"OH","FRIENDSHIP","PO BOX"
19302,"45631",41,"OH","GALLIPOLIS","STANDARD"
19303,"45633",41,"OH","HALLSVILLE","PO BOX"
19304,"45634",41,"OH","HAMDEN","STANDARD"
19305,"45636",41,"OH","HAVERHILL","PO BOX"
19306,"45638",41,"OH","IRONTON","STANDARD"
19307,"45640",41,"OH","JACKSON","STANDARD"
19308,"45642",41,"OH","JASPER","PO BOX"
19309,"45643",41,"OH","KERR","PO BOX"
19310,"45644",41,"OH","KINGSTON","STANDARD"
19311,"45645",41,"OH","KITTS HILL","STANDARD"
19312,"45646",41,"OH","LATHAM","STANDARD"
19313,"45647",41,"OH","LONDONDERRY","STANDARD"
19314,"45648",41,"OH","LUCASVILLE","STANDARD"
19315,"45650",41,"OH","LYNX","STANDARD"
19316,"45651",41,"OH","MC ARTHUR","STANDARD"
19317,"45652",41,"OH","MC DERMOTT","STANDARD"
19318,"45653",41,"OH","MINFORD","STANDARD"
19319,"45654",41,"OH","NEW PLYMOUTH","STANDARD"
19320,"45656",41,"OH","OAK HILL","STANDARD"
19321,"45657",41,"OH","OTWAY","STANDARD"
19322,"45658",41,"OH","PATRIOT","STANDARD"
19323,"45659",41,"OH","PEDRO","STANDARD"
19324,"45660",41,"OH","PEEBLES","STANDARD"
19325,"45661",41,"OH","PIKETON","STANDARD"
19326,"45662",41,"OH","PORTSMOUTH","STANDARD"
19327,"45663",41,"OH","WEST PORTSMOUTH","STANDARD"
19328,"45669",41,"OH","PROCTORVILLE","STANDARD"
19329,"45671",41,"OH","RARDEN","STANDARD"
19330,"45672",41,"OH","RAY","STANDARD"
19331,"45673",41,"OH","RICHMOND DALE","STANDARD"
19332,"45674",41,"OH","RIO GRANDE","PO BOX"
19333,"45675",41,"OH","ROCK CAMP","PO BOX"
19334,"45677",41,"OH","SCIOTO FURNACE","PO BOX"
19335,"45678",41,"OH","SCOTTOWN","STANDARD"
19336,"45679",41,"OH","SEAMAN","STANDARD"
19337,"45680",41,"OH","SOUTH POINT","STANDARD"
19338,"45681",41,"OH","SOUTH SALEM","STANDARD"
19339,"45682",41,"OH","SOUTH WEBSTER","STANDARD"
19340,"45683",41,"OH","STOCKDALE","PO BOX"
19341,"45684",41,"OH","STOUT","STANDARD"
19342,"45685",41,"OH","THURMAN","STANDARD"
19343,"45686",41,"OH","VINTON","STANDARD"
19344,"45687",41,"OH","WAKEFIELD","PO BOX"
19345,"45688",41,"OH","WATERLOO","STANDARD"
19346,"45690",41,"OH","WAVERLY","STANDARD"
19347,"45692",41,"OH","WELLSTON","STANDARD"
19348,"45693",41,"OH","WEST UNION","STANDARD"
19349,"45694",41,"OH","WHEELERSBURG","STANDARD"
19350,"45695",41,"OH","WILKESVILLE","STANDARD"
19351,"45696",41,"OH","WILLOW WOOD","STANDARD"
19352,"45697",41,"OH","WINCHESTER","STANDARD"
19353,"45698",41,"OH","ZALESKI","PO BOX"
19354,"45699",41,"OH","LUCASVILLE","UNIQUE"
19355,"45701",41,"OH","ATHENS","STANDARD"
19356,"45710",41,"OH","ALBANY","STANDARD"
19357,"45711",41,"OH","AMESVILLE","STANDARD"
19358,"45712",41,"OH","BARLOW","PO BOX"
19359,"45713",41,"OH","BARTLETT","PO BOX"
19360,"45714",41,"OH","BELPRE","STANDARD"
19361,"45715",41,"OH","BEVERLY","STANDARD"
19362,"45716",41,"OH","BUCHTEL","PO BOX"
19363,"45717",41,"OH","CARBONDALE","PO BOX"
19364,"45719",41,"OH","CHAUNCEY","PO BOX"
19365,"45720",41,"OH","CHESTER","PO BOX"
19366,"45721",41,"OH","COAL RUN","STANDARD"
19367,"45723",41,"OH","COOLVILLE","STANDARD"
19368,"45724",41,"OH","CUTLER","STANDARD"
19369,"45727",41,"OH","DEXTER CITY","STANDARD"
19370,"45729",41,"OH","FLEMING","STANDARD"
19371,"45732",41,"OH","GLOUSTER","STANDARD"
19372,"45734",41,"OH","GRAYSVILLE","STANDARD"
19373,"45735",41,"OH","GUYSVILLE","STANDARD"
19374,"45739",41,"OH","HOCKINGPORT","PO BOX"
19375,"45740",41,"OH","JACKSONVILLE","PO BOX"
19376,"45741",41,"OH","LANGSVILLE","STANDARD"
19377,"45742",41,"OH","LITTLE HOCKING","STANDARD"
19378,"45743",41,"OH","LONG BOTTOM","STANDARD"
19379,"45744",41,"OH","LOWELL","STANDARD"
19380,"45745",41,"OH","LOWER SALEM","STANDARD"
19381,"45746",41,"OH","MACKSBURG","STANDARD"
19382,"45750",41,"OH","MARIETTA","STANDARD"
19383,"45760",41,"OH","MIDDLEPORT","STANDARD"
19384,"45761",41,"OH","MILLFIELD","STANDARD"
19385,"45764",41,"OH","NELSONVILLE","STANDARD"
19386,"45766",41,"OH","NEW MARSHFIELD","STANDARD"
19387,"45767",41,"OH","NEW MATAMORAS","STANDARD"
19388,"45768",41,"OH","NEWPORT","STANDARD"
19389,"45769",41,"OH","POMEROY","STANDARD"
19390,"45770",41,"OH","PORTLAND","STANDARD"
19391,"45771",41,"OH","RACINE","STANDARD"
19392,"45772",41,"OH","REEDSVILLE","STANDARD"
19393,"45773",41,"OH","RENO","STANDARD"
19394,"45775",41,"OH","RUTLAND","STANDARD"
19395,"45776",41,"OH","SHADE","STANDARD"
19396,"45777",41,"OH","SHARPSBURG","PO BOX"
19397,"45778",41,"OH","STEWART","STANDARD"
19398,"45779",41,"OH","SYRACUSE","PO BOX"
19399,"45780",41,"OH","THE PLAINS","STANDARD"
19400,"45782",41,"OH","TRIMBLE","PO BOX"
19401,"45783",41,"OH","TUPPERS PLAINS","PO BOX"
19402,"45784",41,"OH","VINCENT","STANDARD"
19403,"45786",41,"OH","WATERFORD","STANDARD"
19404,"45787",41,"OH","WATERTOWN","PO BOX"
19405,"45788",41,"OH","WHIPPLE","STANDARD"
19406,"45789",41,"OH","WINGETT RUN","STANDARD"
19407,"45801",41,"OH","LIMA","STANDARD"
19408,"45802",41,"OH","LIMA","PO BOX"
19409,"45804",41,"OH","LIMA","STANDARD"
19410,"45805",41,"OH","LIMA","STANDARD"
19411,"45806",41,"OH","LIMA","STANDARD"
19412,"45807",41,"OH","LIMA","STANDARD"
19413,"45808",41,"OH","BEAVERDAM","STANDARD"
19414,"45809",41,"OH","GOMER","STANDARD"
19415,"45810",41,"OH","ADA","STANDARD"
19416,"45812",41,"OH","ALGER","STANDARD"
19417,"45813",41,"OH","ANTWERP","STANDARD"
19418,"45814",41,"OH","ARLINGTON","STANDARD"
19419,"45815",41,"OH","BELMORE","PO BOX"
19420,"45816",41,"OH","BENTON RIDGE","PO BOX"
19421,"45817",41,"OH","BLUFFTON","STANDARD"
19422,"45819",41,"OH","BUCKLAND","STANDARD"
19423,"45820",41,"OH","CAIRO","PO BOX"
19424,"45821",41,"OH","CECIL","STANDARD"
19425,"45822",41,"OH","CELINA","STANDARD"
19426,"45826",41,"OH","CHICKASAW","PO BOX"
19427,"45827",41,"OH","CLOVERDALE","STANDARD"
19428,"45828",41,"OH","COLDWATER","STANDARD"
19429,"45830",41,"OH","COLUMBUS GROVE","STANDARD"
19430,"45831",41,"OH","CONTINENTAL","STANDARD"
19431,"45832",41,"OH","CONVOY","STANDARD"
19432,"45833",41,"OH","DELPHOS","STANDARD"
19433,"45835",41,"OH","DOLA","STANDARD"
19434,"45836",41,"OH","DUNKIRK","STANDARD"
19435,"45837",41,"OH","DUPONT","PO BOX"
19436,"45838",41,"OH","ELGIN","PO BOX"
19437,"45839",41,"OH","FINDLAY","PO BOX"
19438,"45840",41,"OH","FINDLAY","STANDARD"
19439,"45841",41,"OH","JENERA","STANDARD"
19440,"45843",41,"OH","FOREST","STANDARD"
19441,"45844",41,"OH","FORT JENNINGS","STANDARD"
19442,"45845",41,"OH","FORT LORAMIE","STANDARD"
19443,"45846",41,"OH","FORT RECOVERY","STANDARD"
19444,"45848",41,"OH","GLANDORF","PO BOX"
19445,"45849",41,"OH","GROVER HILL","STANDARD"
19446,"45850",41,"OH","HARROD","STANDARD"
19447,"45851",41,"OH","HAVILAND","STANDARD"
19448,"45853",41,"OH","KALIDA","PO BOX"
19449,"45854",41,"OH","LAFAYETTE","PO BOX"
19450,"45855",41,"OH","LATTY","PO BOX"
19451,"45856",41,"OH","LEIPSIC","STANDARD"
19452,"45858",41,"OH","MC COMB","STANDARD"
19453,"45859",41,"OH","MC GUFFEY","PO BOX"
19454,"45860",41,"OH","MARIA STEIN","STANDARD"
19455,"45861",41,"OH","MELROSE","PO BOX"
19456,"45862",41,"OH","MENDON","STANDARD"
19457,"45863",41,"OH","MIDDLE POINT","STANDARD"
19458,"45864",41,"OH","MILLER CITY","PO BOX"
19459,"45865",41,"OH","MINSTER","STANDARD"
19460,"45866",41,"OH","MONTEZUMA","PO BOX"
19461,"45867",41,"OH","MOUNT BLANCHARD","STANDARD"
19462,"45868",41,"OH","MOUNT CORY","STANDARD"
19463,"45869",41,"OH","NEW BREMEN","STANDARD"
19464,"45870",41,"OH","NEW HAMPSHIRE","PO BOX"
19465,"45871",41,"OH","NEW KNOXVILLE","STANDARD"
19466,"45872",41,"OH","NORTH BALTIMORE","STANDARD"
19467,"45873",41,"OH","OAKWOOD","STANDARD"
19468,"45874",41,"OH","OHIO CITY","STANDARD"
19469,"45875",41,"OH","OTTAWA","STANDARD"
19470,"45876",41,"OH","OTTOVILLE","PO BOX"
19471,"45877",41,"OH","PANDORA","STANDARD"
19472,"45879",41,"OH","PAULDING","STANDARD"
19473,"45880",41,"OH","PAYNE","STANDARD"
19474,"45881",41,"OH","RAWSON","STANDARD"
19475,"45882",41,"OH","ROCKFORD","STANDARD"
19476,"45883",41,"OH","SAINT HENRY","STANDARD"
19477,"45884",41,"OH","SAINT JOHNS","PO BOX"
19478,"45885",41,"OH","SAINT MARYS","STANDARD"
19479,"45886",41,"OH","SCOTT","STANDARD"
19480,"45887",41,"OH","SPENCERVILLE","STANDARD"
19481,"45888",41,"OH","UNIOPOLIS","PO BOX"
19482,"45889",41,"OH","VAN BUREN","STANDARD"
19483,"45890",41,"OH","VANLUE","STANDARD"
19484,"45891",41,"OH","VAN WERT","STANDARD"
19485,"45893",41,"OH","VAUGHNSVILLE","PO BOX"
19486,"45894",41,"OH","VENEDOCIA","STANDARD"
19487,"45895",41,"OH","WAPAKONETA","STANDARD"
19488,"45896",41,"OH","WAYNESFIELD","STANDARD"
19489,"45897",41,"OH","WILLIAMSTOWN","STANDARD"
19490,"45898",41,"OH","WILLSHIRE","STANDARD"
19491,"45899",41,"OH","WREN","PO BOX"
19492,"45999",41,"OH","CINCINNATI","UNIQUE"
19493,"46001",18,"IN","ALEXANDRIA","STANDARD"
19494,"46011",18,"IN","ANDERSON","STANDARD"
19495,"46012",18,"IN","ANDERSON","STANDARD"
19496,"46013",18,"IN","ANDERSON","STANDARD"
19497,"46014",18,"IN","ANDERSON","PO BOX"
19498,"46015",18,"IN","ANDERSON","PO BOX"
19499,"46016",18,"IN","ANDERSON","STANDARD"
19500,"46017",18,"IN","ANDERSON","STANDARD"
19501,"46018",18,"IN","ANDERSON","PO BOX"
19502,"46030",18,"IN","ARCADIA","STANDARD"
19503,"46031",18,"IN","ATLANTA","STANDARD"
19504,"46032",18,"IN","CARMEL","STANDARD"
19505,"46033",18,"IN","CARMEL","STANDARD"
19506,"46034",18,"IN","CICERO","STANDARD"
19507,"46035",18,"IN","COLFAX","STANDARD"
19508,"46036",18,"IN","ELWOOD","STANDARD"
19509,"46037",18,"IN","FISHERS","STANDARD"
19510,"46038",18,"IN","FISHERS","STANDARD"
19511,"46039",18,"IN","FOREST","STANDARD"
19512,"46040",18,"IN","FORTVILLE","STANDARD"
19513,"46041",18,"IN","FRANKFORT","STANDARD"
19514,"46044",18,"IN","FRANKTON","STANDARD"
19515,"46045",18,"IN","GOLDSMITH","PO BOX"
19516,"46047",18,"IN","HOBBS","PO BOX"
19517,"46048",18,"IN","INGALLS","STANDARD"
19518,"46049",18,"IN","KEMPTON","STANDARD"
19519,"46050",18,"IN","KIRKLIN","STANDARD"
19520,"46051",18,"IN","LAPEL","STANDARD"
19521,"46052",18,"IN","LEBANON","STANDARD"
19522,"46055",18,"IN","MCCORDSVILLE","STANDARD"
19523,"46056",18,"IN","MARKLEVILLE","STANDARD"
19524,"46057",18,"IN","MICHIGANTOWN","STANDARD"
19525,"46058",18,"IN","MULBERRY","STANDARD"
19526,"46060",18,"IN","NOBLESVILLE","STANDARD"
19527,"46061",18,"IN","NOBLESVILLE","PO BOX"
19528,"46062",18,"IN","NOBLESVILLE","STANDARD"
19529,"46063",18,"IN","ORESTES","PO BOX"
19530,"46064",18,"IN","PENDLETON","STANDARD"
19531,"46065",18,"IN","ROSSVILLE","STANDARD"
19532,"46067",18,"IN","SEDALIA","PO BOX"
19533,"46068",18,"IN","SHARPSVILLE","STANDARD"
19534,"46069",18,"IN","SHERIDAN","STANDARD"
19535,"46070",18,"IN","SUMMITVILLE","STANDARD"
19536,"46071",18,"IN","THORNTOWN","STANDARD"
19537,"46072",18,"IN","TIPTON","STANDARD"
19538,"46074",18,"IN","WESTFIELD","STANDARD"
19539,"46075",18,"IN","WHITESTOWN","STANDARD"
19540,"46076",18,"IN","WINDFALL","STANDARD"
19541,"46077",18,"IN","ZIONSVILLE","STANDARD"
19542,"46082",18,"IN","CARMEL","PO BOX"
19543,"46085",18,"IN","FISHERS","UNIQUE"
19544,"46102",18,"IN","ADVANCE","PO BOX"
19545,"46103",18,"IN","AMO","PO BOX"
19546,"46104",18,"IN","ARLINGTON","STANDARD"
19547,"46105",18,"IN","BAINBRIDGE","STANDARD"
19548,"46106",18,"IN","BARGERSVILLE","STANDARD"
19549,"46107",18,"IN","BEECH GROVE","STANDARD"
19550,"46110",18,"IN","BOGGSTOWN","STANDARD"
19551,"46111",18,"IN","BROOKLYN","PO BOX"
19552,"46112",18,"IN","BROWNSBURG","STANDARD"
19553,"46113",18,"IN","CAMBY","STANDARD"
19554,"46115",18,"IN","CARTHAGE","STANDARD"
19555,"46117",18,"IN","CHARLOTTESVILLE","STANDARD"
19556,"46118",18,"IN","CLAYTON","STANDARD"
19557,"46120",18,"IN","CLOVERDALE","STANDARD"
19558,"46121",18,"IN","COATESVILLE","STANDARD"
19559,"46122",18,"IN","DANVILLE","STANDARD"
19560,"46123",18,"IN","AVON","STANDARD"
19561,"46124",18,"IN","EDINBURGH","STANDARD"
19562,"46125",18,"IN","EMINENCE","PO BOX"
19563,"46126",18,"IN","FAIRLAND","STANDARD"
19564,"46127",18,"IN","FALMOUTH","STANDARD"
19565,"46128",18,"IN","FILLMORE","STANDARD"
19566,"46129",18,"IN","FINLY","PO BOX"
19567,"46130",18,"IN","FOUNTAINTOWN","STANDARD"
19568,"46131",18,"IN","FRANKLIN","STANDARD"
19569,"46133",18,"IN","GLENWOOD","STANDARD"
19570,"46135",18,"IN","GREENCASTLE","STANDARD"
19571,"46140",18,"IN","GREENFIELD","STANDARD"
19572,"46142",18,"IN","GREENWOOD","STANDARD"
19573,"46143",18,"IN","GREENWOOD","STANDARD"
19574,"46144",18,"IN","GWYNNEVILLE","PO BOX"
19575,"46146",18,"IN","HOMER","STANDARD"
19576,"46147",18,"IN","JAMESTOWN","STANDARD"
19577,"46148",18,"IN","KNIGHTSTOWN","STANDARD"
19578,"46149",18,"IN","LIZTON","STANDARD"
19579,"46150",18,"IN","MANILLA","STANDARD"
19580,"46151",18,"IN","MARTINSVILLE","STANDARD"
19581,"46154",18,"IN","MAXWELL","PO BOX"
19582,"46155",18,"IN","MAYS","PO BOX"
19583,"46156",18,"IN","MILROY","STANDARD"
19584,"46157",18,"IN","MONROVIA","STANDARD"
19585,"46158",18,"IN","MOORESVILLE","STANDARD"
19586,"46160",18,"IN","MORGANTOWN","STANDARD"
19587,"46161",18,"IN","MORRISTOWN","STANDARD"
19588,"46162",18,"IN","NEEDHAM","STANDARD"
19589,"46163",18,"IN","NEW PALESTINE","STANDARD"
19590,"46164",18,"IN","NINEVEH","STANDARD"
19591,"46165",18,"IN","NORTH SALEM","STANDARD"
19592,"46166",18,"IN","PARAGON","STANDARD"
19593,"46167",18,"IN","PITTSBORO","STANDARD"
19594,"46168",18,"IN","PLAINFIELD","STANDARD"
19595,"46170",18,"IN","PUTNAMVILLE","STANDARD"
19596,"46171",18,"IN","REELSVILLE","STANDARD"
19597,"46172",18,"IN","ROACHDALE","STANDARD"
19598,"46173",18,"IN","RUSHVILLE","STANDARD"
19599,"46175",18,"IN","RUSSELLVILLE","STANDARD"
19600,"46176",18,"IN","SHELBYVILLE","STANDARD"
19601,"46180",18,"IN","STILESVILLE","STANDARD"
19602,"46181",18,"IN","TRAFALGAR","STANDARD"
19603,"46182",18,"IN","WALDRON","STANDARD"
19604,"46183",18,"IN","WEST NEWTON","PO BOX"
19605,"46184",18,"IN","WHITELAND","STANDARD"
19606,"46186",18,"IN","WILKINSON","STANDARD"
19607,"46201",18,"IN","INDIANAPOLIS","STANDARD"
19608,"46202",18,"IN","INDIANAPOLIS","STANDARD"
19609,"46203",18,"IN","INDIANAPOLIS","STANDARD"
19610,"46204",18,"IN","INDIANAPOLIS","STANDARD"
19611,"46205",18,"IN","INDIANAPOLIS","STANDARD"
19612,"46206",18,"IN","INDIANAPOLIS","PO BOX"
19613,"46207",18,"IN","INDIANAPOLIS","PO BOX"
19614,"46208",18,"IN","INDIANAPOLIS","STANDARD"
19615,"46209",18,"IN","INDIANAPOLIS","UNIQUE"
19616,"46213",18,"IN","INDIANAPOLIS","UNIQUE"
19617,"46214",18,"IN","INDIANAPOLIS","STANDARD"
19618,"46216",18,"IN","INDIANAPOLIS","STANDARD"
19619,"46217",18,"IN","INDIANAPOLIS","STANDARD"
19620,"46218",18,"IN","INDIANAPOLIS","STANDARD"
19621,"46219",18,"IN","INDIANAPOLIS","STANDARD"
19622,"46220",18,"IN","INDIANAPOLIS","STANDARD"
19623,"46221",18,"IN","INDIANAPOLIS","STANDARD"
19624,"46222",18,"IN","INDIANAPOLIS","STANDARD"
19625,"46224",18,"IN","INDIANAPOLIS","STANDARD"
19626,"46225",18,"IN","INDIANAPOLIS","STANDARD"
19627,"46226",18,"IN","INDIANAPOLIS","STANDARD"
19628,"46227",18,"IN","INDIANAPOLIS","STANDARD"
19629,"46228",18,"IN","INDIANAPOLIS","STANDARD"
19630,"46229",18,"IN","INDIANAPOLIS","STANDARD"
19631,"46230",18,"IN","INDIANAPOLIS","PO BOX"
19632,"46231",18,"IN","INDIANAPOLIS","STANDARD"
19633,"46234",18,"IN","INDIANAPOLIS","STANDARD"
19634,"46235",18,"IN","INDIANAPOLIS","STANDARD"
19635,"46236",18,"IN","INDIANAPOLIS","STANDARD"
19636,"46237",18,"IN","INDIANAPOLIS","STANDARD"
19637,"46239",18,"IN","INDIANAPOLIS","STANDARD"
19638,"46240",18,"IN","INDIANAPOLIS","STANDARD"
19639,"46241",18,"IN","INDIANAPOLIS","STANDARD"
19640,"46242",18,"IN","INDIANAPOLIS","PO BOX"
19641,"46244",18,"IN","INDIANAPOLIS","PO BOX"
19642,"46247",18,"IN","INDIANAPOLIS","PO BOX"
19643,"46249",18,"IN","INDIANAPOLIS","UNIQUE"
19644,"46250",18,"IN","INDIANAPOLIS","STANDARD"
19645,"46251",18,"IN","INDIANAPOLIS","PO BOX"
19646,"46253",18,"IN","INDIANAPOLIS","PO BOX"
19647,"46254",18,"IN","INDIANAPOLIS","STANDARD"
19648,"46255",18,"IN","INDIANAPOLIS","UNIQUE"
19649,"46256",18,"IN","INDIANAPOLIS","STANDARD"
19650,"46259",18,"IN","INDIANAPOLIS","STANDARD"
19651,"46260",18,"IN","INDIANAPOLIS","STANDARD"
19652,"46262",18,"IN","INDIANAPOLIS","UNIQUE"
19653,"46268",18,"IN","INDIANAPOLIS","STANDARD"
19654,"46277",18,"IN","INDIANAPOLIS","UNIQUE"
19655,"46278",18,"IN","INDIANAPOLIS","STANDARD"
19656,"46280",18,"IN","INDIANAPOLIS","STANDARD"
19657,"46282",18,"IN","INDIANAPOLIS","STANDARD"
19658,"46283",18,"IN","INDIANAPOLIS","UNIQUE"
19659,"46285",18,"IN","INDIANAPOLIS","UNIQUE"
19660,"46288",18,"IN","INDIANAPOLIS","UNIQUE"
19661,"46290",18,"IN","INDIANAPOLIS","STANDARD"
19662,"46298",18,"IN","INDIANAPOLIS","UNIQUE"
19663,"46301",18,"IN","BEVERLY SHORES","PO BOX"
19664,"46302",18,"IN","BOONE GROVE","PO BOX"
19665,"46303",18,"IN","CEDAR LAKE","STANDARD"
19666,"46304",18,"IN","CHESTERTON","STANDARD"
19667,"46307",18,"IN","CROWN POINT","STANDARD"
19668,"46308",18,"IN","CROWN POINT","PO BOX"
19669,"46310",18,"IN","DEMOTTE","STANDARD"
19670,"46311",18,"IN","DYER","STANDARD"
19671,"46312",18,"IN","EAST CHICAGO","STANDARD"
19672,"46319",18,"IN","GRIFFITH","STANDARD"
19673,"46320",18,"IN","HAMMOND","STANDARD"
19674,"46321",18,"IN","MUNSTER","STANDARD"
19675,"46322",18,"IN","HIGHLAND","STANDARD"
19676,"46323",18,"IN","HAMMOND","STANDARD"
19677,"46324",18,"IN","HAMMOND","STANDARD"
19678,"46325",18,"IN","HAMMOND","PO BOX"
19679,"46327",18,"IN","HAMMOND","STANDARD"
19680,"46340",18,"IN","HANNA","STANDARD"
19681,"46341",18,"IN","HEBRON","STANDARD"
19682,"46342",18,"IN","HOBART","STANDARD"
19683,"46345",18,"IN","KINGSBURY","PO BOX"
19684,"46346",18,"IN","KINGSFORD HEIGHTS","PO BOX"
19685,"46347",18,"IN","KOUTS","STANDARD"
19686,"46348",18,"IN","LA CROSSE","STANDARD"
19687,"46349",18,"IN","LAKE VILLAGE","STANDARD"
19688,"46350",18,"IN","LA PORTE","STANDARD"
19689,"46352",18,"IN","LA PORTE","PO BOX"
19690,"46355",18,"IN","LEROY","PO BOX"
19691,"46356",18,"IN","LOWELL","STANDARD"
19692,"46360",18,"IN","MICHIGAN CITY","STANDARD"
19693,"46361",18,"IN","MICHIGAN CITY","PO BOX"
19694,"46365",18,"IN","MILL CREEK","STANDARD"
19695,"46366",18,"IN","NORTH JUDSON","STANDARD"
19696,"46368",18,"IN","PORTAGE","STANDARD"
19697,"46371",18,"IN","ROLLING PRAIRIE","STANDARD"
19698,"46372",18,"IN","ROSELAWN","PO BOX"
19699,"46373",18,"IN","SAINT JOHN","STANDARD"
19700,"46374",18,"IN","SAN PIERRE","STANDARD"
19701,"46375",18,"IN","SCHERERVILLE","STANDARD"
19702,"46376",18,"IN","SCHNEIDER","PO BOX"
19703,"46377",18,"IN","SHELBY","PO BOX"
19704,"46379",18,"IN","SUMAVA RESORTS","PO BOX"
19705,"46380",18,"IN","TEFFT","PO BOX"
19706,"46381",18,"IN","THAYER","STANDARD"
19707,"46382",18,"IN","UNION MILLS","STANDARD"
19708,"46383",18,"IN","VALPARAISO","STANDARD"
19709,"46384",18,"IN","VALPARAISO","PO BOX"
19710,"46385",18,"IN","VALPARAISO","STANDARD"
19711,"46390",18,"IN","WANATAH","STANDARD"
19712,"46391",18,"IN","WESTVILLE","STANDARD"
19713,"46392",18,"IN","WHEATFIELD","STANDARD"
19714,"46393",18,"IN","WHEELER","PO BOX"
19715,"46394",18,"IN","WHITING","STANDARD"
19716,"46401",18,"IN","GARY","PO BOX"
19717,"46402",18,"IN","GARY","STANDARD"
19718,"46403",18,"IN","GARY","STANDARD"
19719,"46404",18,"IN","GARY","STANDARD"
19720,"46405",18,"IN","LAKE STATION","STANDARD"
19721,"46406",18,"IN","GARY","STANDARD"
19722,"46407",18,"IN","GARY","STANDARD"
19723,"46408",18,"IN","GARY","STANDARD"
19724,"46409",18,"IN","GARY","STANDARD"
19725,"46410",18,"IN","MERRILLVILLE","STANDARD"
19726,"46411",18,"IN","MERRILLVILLE","PO BOX"
19727,"46501",18,"IN","ARGOS","STANDARD"
19728,"46502",18,"IN","ATWOOD","PO BOX"
19729,"46504",18,"IN","BOURBON","STANDARD"
