"id","zip_code","sid","default_state","default_city","default_type"
1419,"04347",23,"ME","HALLOWELL","STANDARD"
1420,"04348",23,"ME","JEFFERSON","STANDARD"
1421,"04349",23,"ME","KENTS HILL","STANDARD"
1422,"04350",23,"ME","LITCHFIELD","STANDARD"
1423,"04351",23,"ME","MANCHESTER","STANDARD"
1424,"04352",23,"ME","MOUNT VERNON","STANDARD"
1425,"04353",23,"ME","WHITEFIELD","STANDARD"
1426,"04354",23,"ME","PALERMO","STANDARD"
1427,"04355",23,"ME","READFIELD","STANDARD"
1428,"04357",23,"ME","RICHMOND","STANDARD"
1429,"04358",23,"ME","SOUTH CHINA","STANDARD"
1430,"04359",23,"ME","SOUTH GARDINER","PO BOX"
1431,"04360",23,"ME","VIENNA","STANDARD"
1432,"04363",23,"ME","WINDSOR","STANDARD"
1433,"04364",23,"ME","WINTHROP","STANDARD"
1434,"04401",23,"ME","BANGOR","STANDARD"
1435,"04402",23,"ME","BANGOR","PO BOX"
1436,"04406",23,"ME","ABBOT","STANDARD"
1437,"04408",23,"ME","AURORA","STANDARD"
1438,"04410",23,"ME","BRADFORD","STANDARD"
1439,"04411",23,"ME","BRADLEY","STANDARD"
1440,"04412",23,"ME","BREWER","STANDARD"
1441,"04413",23,"ME","BROOKTON","STANDARD"
1442,"04414",23,"ME","BROWNVILLE","STANDARD"
1443,"04415",23,"ME","BROWNVILLE JUNCTION","PO BOX"
1444,"04416",23,"ME","BUCKSPORT","STANDARD"
1445,"04417",23,"ME","BURLINGTON","STANDARD"
1446,"04418",23,"ME","GREENBUSH","STANDARD"
1447,"04419",23,"ME","CARMEL","STANDARD"
1448,"04420",23,"ME","CASTINE","UNIQUE"
1449,"04421",23,"ME","CASTINE","STANDARD"
1450,"04422",23,"ME","CHARLESTON","STANDARD"
1451,"04424",23,"ME","DANFORTH","STANDARD"
1452,"04426",23,"ME","DOVER FOXCROFT","STANDARD"
1453,"04427",23,"ME","CORINTH","STANDARD"
1454,"04428",23,"ME","EDDINGTON","STANDARD"
1455,"04429",23,"ME","HOLDEN","STANDARD"
1456,"04430",23,"ME","EAST MILLINOCKET","STANDARD"
1457,"04431",23,"ME","EAST ORLAND","PO BOX"
1458,"04434",23,"ME","ETNA","STANDARD"
1459,"04435",23,"ME","EXETER","STANDARD"
1460,"04438",23,"ME","FRANKFORT","STANDARD"
1461,"04441",23,"ME","GREENVILLE","STANDARD"
1462,"04442",23,"ME","GREENVILLE JUNCTION","STANDARD"
1463,"04443",23,"ME","GUILFORD","STANDARD"
1464,"04444",23,"ME","HAMPDEN","STANDARD"
1465,"04448",23,"ME","HOWLAND","STANDARD"
1466,"04449",23,"ME","HUDSON","STANDARD"
1467,"04450",23,"ME","KENDUSKEAG","STANDARD"
1468,"04451",23,"ME","KINGMAN","STANDARD"
1469,"04453",23,"ME","LAGRANGE","STANDARD"
1470,"04454",23,"ME","LAMBERT LAKE","PO BOX"
1471,"04455",23,"ME","LEE","STANDARD"
1472,"04456",23,"ME","LEVANT","STANDARD"
1473,"04457",23,"ME","LINCOLN","STANDARD"
1474,"04459",23,"ME","MATTAWAMKEAG","STANDARD"
1475,"04460",23,"ME","MEDWAY","STANDARD"
1476,"04461",23,"ME","MILFORD","STANDARD"
1477,"04462",23,"ME","MILLINOCKET","STANDARD"
1478,"04463",23,"ME","MILO","STANDARD"
1479,"04464",23,"ME","MONSON","STANDARD"
1480,"04468",23,"ME","OLD TOWN","STANDARD"
1481,"04469",23,"ME","ORONO","UNIQUE"
1482,"04471",23,"ME","ORIENT","STANDARD"
1483,"04472",23,"ME","ORLAND","STANDARD"
1484,"04473",23,"ME","ORONO","STANDARD"
1485,"04474",23,"ME","ORRINGTON","STANDARD"
1486,"04475",23,"ME","PASSADUMKEAG","STANDARD"
1487,"04476",23,"ME","PENOBSCOT","STANDARD"
1488,"04478",23,"ME","ROCKWOOD","STANDARD"
1489,"04479",23,"ME","SANGERVILLE","STANDARD"
1490,"04481",23,"ME","SEBEC","STANDARD"
1491,"04485",23,"ME","SHIRLEY MILLS","PO BOX"
1492,"04487",23,"ME","SPRINGFIELD","STANDARD"
1493,"04488",23,"ME","STETSON","STANDARD"
1494,"04489",23,"ME","STILLWATER","PO BOX"
1495,"04490",23,"ME","TOPSFIELD","STANDARD"
1496,"04491",23,"ME","VANCEBORO","PO BOX"
1497,"04492",23,"ME","WAITE","STANDARD"
1498,"04493",23,"ME","WEST ENFIELD","STANDARD"
1499,"04495",23,"ME","WINN","STANDARD"
1500,"04496",23,"ME","WINTERPORT","STANDARD"
1501,"04497",23,"ME","WYTOPITLOCK","STANDARD"
1502,"04530",23,"ME","BATH","STANDARD"
1503,"04535",23,"ME","ALNA","STANDARD"
1504,"04537",23,"ME","BOOTHBAY","STANDARD"
1505,"04538",23,"ME","BOOTHBAY HARBOR","STANDARD"
1506,"04539",23,"ME","BRISTOL","STANDARD"
1507,"04541",23,"ME","CHAMBERLAIN","STANDARD"
1508,"04543",23,"ME","DAMARISCOTTA","STANDARD"
1509,"04544",23,"ME","EAST BOOTHBAY","STANDARD"
1510,"04547",23,"ME","FRIENDSHIP","STANDARD"
1511,"04548",23,"ME","GEORGETOWN","STANDARD"
1512,"04549",23,"ME","ISLE OF SPRINGS","STANDARD"
1513,"04551",23,"ME","BREMEN","STANDARD"
1514,"04553",23,"ME","NEWCASTLE","STANDARD"
1515,"04554",23,"ME","NEW HARBOR","STANDARD"
1516,"04555",23,"ME","NOBLEBORO","STANDARD"
1517,"04556",23,"ME","EDGECOMB","STANDARD"
1518,"04558",23,"ME","PEMAQUID","STANDARD"
1519,"04562",23,"ME","PHIPPSBURG","STANDARD"
1520,"04563",23,"ME","CUSHING","STANDARD"
1521,"04564",23,"ME","ROUND POND","STANDARD"
1522,"04565",23,"ME","SEBASCO ESTATES","PO BOX"
1523,"04568",23,"ME","SOUTH BRISTOL","STANDARD"
1524,"04570",23,"ME","SQUIRREL ISLAND","PO BOX"
1525,"04571",23,"ME","TREVETT","STANDARD"
1526,"04572",23,"ME","WALDOBORO","STANDARD"
1527,"04573",23,"ME","WALPOLE","STANDARD"
1528,"04574",23,"ME","WASHINGTON","STANDARD"
1529,"04575",23,"ME","WEST BOOTHBAY HARBOR","PO BOX"
1530,"04576",23,"ME","SOUTHPORT","STANDARD"
1531,"04578",23,"ME","WISCASSET","STANDARD"
1532,"04579",23,"ME","WOOLWICH","STANDARD"
1533,"04605",23,"ME","ELLSWORTH","STANDARD"
1534,"04606",23,"ME","ADDISON","STANDARD"
1535,"04607",23,"ME","GOULDSBORO","STANDARD"
1536,"04609",23,"ME","BAR HARBOR","STANDARD"
1537,"04611",23,"ME","BEALS","PO BOX"
1538,"04612",23,"ME","BERNARD","STANDARD"
1539,"04613",23,"ME","BIRCH HARBOR","STANDARD"
1540,"04614",23,"ME","BLUE HILL","STANDARD"
1541,"04616",23,"ME","BROOKLIN","STANDARD"
1542,"04617",23,"ME","BROOKSVILLE","STANDARD"
1543,"04619",23,"ME","CALAIS","STANDARD"
1544,"04622",23,"ME","CHERRYFIELD","STANDARD"
1545,"04623",23,"ME","COLUMBIA FALLS","STANDARD"
1546,"04624",23,"ME","COREA","STANDARD"
1547,"04625",23,"ME","CRANBERRY ISLES","PO BOX"
1548,"04626",23,"ME","CUTLER","STANDARD"
1549,"04627",23,"ME","DEER ISLE","STANDARD"
1550,"04628",23,"ME","DENNYSVILLE","STANDARD"
1551,"04629",23,"ME","EAST BLUE HILL","PO BOX"
1552,"04630",23,"ME","EAST MACHIAS","STANDARD"
1553,"04631",23,"ME","EASTPORT","STANDARD"
1554,"04634",23,"ME","FRANKLIN","STANDARD"
1555,"04635",23,"ME","FRENCHBORO","PO BOX"
1556,"04637",23,"ME","GRAND LAKE STREAM","PO BOX"
1557,"04640",23,"ME","HANCOCK","STANDARD"
1558,"04642",23,"ME","HARBORSIDE","STANDARD"
1559,"04643",23,"ME","HARRINGTON","STANDARD"
1560,"04644",23,"ME","HULLS COVE","PO BOX"
1561,"04645",23,"ME","ISLE AU HAUT","PO BOX"
1562,"04646",23,"ME","ISLESFORD","PO BOX"
1563,"04648",23,"ME","JONESBORO","STANDARD"
1564,"04649",23,"ME","JONESPORT","STANDARD"
1565,"04650",23,"ME","LITTLE DEER ISLE","STANDARD"
1566,"04652",23,"ME","LUBEC","STANDARD"
1567,"04653",23,"ME","BASS HARBOR","STANDARD"
1568,"04654",23,"ME","MACHIAS","STANDARD"
1569,"04655",23,"ME","MACHIASPORT","STANDARD"
1570,"04657",23,"ME","MEDDYBEMPS","STANDARD"
1571,"04658",23,"ME","MILBRIDGE","STANDARD"
1572,"04660",23,"ME","MOUNT DESERT","STANDARD"
1573,"04662",23,"ME","NORTHEAST HARBOR","PO BOX"
1574,"04664",23,"ME","SULLIVAN","STANDARD"
1575,"04666",23,"ME","PEMBROKE","STANDARD"
1576,"04667",23,"ME","PERRY","STANDARD"
1577,"04668",23,"ME","PRINCETON","STANDARD"
1578,"04669",23,"ME","PROSPECT HARBOR","STANDARD"
1579,"04671",23,"ME","ROBBINSTON","STANDARD"
1580,"04672",23,"ME","SALSBURY COVE","PO BOX"
1581,"04673",23,"ME","SARGENTVILLE","STANDARD"
1582,"04674",23,"ME","SEAL COVE","STANDARD"
1583,"04675",23,"ME","SEAL HARBOR","PO BOX"
1584,"04676",23,"ME","SEDGWICK","STANDARD"
1585,"04677",23,"ME","SORRENTO","STANDARD"
1586,"04679",23,"ME","SOUTHWEST HARBOR","STANDARD"
1587,"04680",23,"ME","STEUBEN","STANDARD"
1588,"04681",23,"ME","STONINGTON","STANDARD"
1589,"04683",23,"ME","SUNSET","STANDARD"
1590,"04684",23,"ME","SURRY","STANDARD"
1591,"04685",23,"ME","SWANS ISLAND","STANDARD"
1592,"04686",23,"ME","WESLEY","STANDARD"
1593,"04691",23,"ME","WHITING","STANDARD"
1594,"04693",23,"ME","WINTER HARBOR","STANDARD"
1595,"04694",23,"ME","BAILEYVILLE","STANDARD"
1596,"04730",23,"ME","HOULTON","STANDARD"
1597,"04732",23,"ME","ASHLAND","STANDARD"
1598,"04733",23,"ME","BENEDICTA","STANDARD"
1599,"04734",23,"ME","BLAINE","PO BOX"
1600,"04735",23,"ME","BRIDGEWATER","STANDARD"
1601,"04736",23,"ME","CARIBOU","STANDARD"
1602,"04737",23,"ME","CLAYTON LAKE","PO BOX"
1603,"04738",23,"ME","CROUSEVILLE","PO BOX"
1604,"04739",23,"ME","EAGLE LAKE","STANDARD"
1605,"04740",23,"ME","EASTON","STANDARD"
1606,"04741",23,"ME","ESTCOURT STATION","PO BOX"
1607,"04742",23,"ME","FORT FAIRFIELD","STANDARD"
1608,"04743",23,"ME","FORT KENT","STANDARD"
1609,"04744",23,"ME","FORT KENT MILLS","PO BOX"
1610,"04745",23,"ME","FRENCHVILLE","STANDARD"
1611,"04746",23,"ME","GRAND ISLE","STANDARD"
1612,"04747",23,"ME","ISLAND FALLS","STANDARD"
1613,"04750",23,"ME","LIMESTONE","STANDARD"
1614,"04751",23,"ME","LIMESTONE","UNIQUE"
1615,"04756",23,"ME","MADAWASKA","STANDARD"
1616,"04757",23,"ME","MAPLETON","STANDARD"
1617,"04758",23,"ME","MARS HILL","STANDARD"
1618,"04760",23,"ME","MONTICELLO","STANDARD"
1619,"04761",23,"ME","NEW LIMERICK","STANDARD"
1620,"04762",23,"ME","NEW SWEDEN","STANDARD"
1621,"04763",23,"ME","OAKFIELD","STANDARD"
1622,"04764",23,"ME","OXBOW","STANDARD"
1623,"04765",23,"ME","PATTEN","STANDARD"
1624,"04766",23,"ME","PERHAM","STANDARD"
1625,"04768",23,"ME","PORTAGE","STANDARD"
1626,"04769",23,"ME","PRESQUE ISLE","STANDARD"
1627,"04772",23,"ME","SAINT AGATHA","STANDARD"
1628,"04773",23,"ME","SAINT DAVID","STANDARD"
1629,"04774",23,"ME","SAINT FRANCIS","STANDARD"
1630,"04775",23,"ME","SHERIDAN","PO BOX"
1631,"04776",23,"ME","SHERMAN","STANDARD"
1632,"04777",23,"ME","STACYVILLE","STANDARD"
1633,"04779",23,"ME","SINCLAIR","STANDARD"
1634,"04780",23,"ME","SMYRNA MILLS","STANDARD"
1635,"04781",23,"ME","WALLAGRASS","STANDARD"
1636,"04783",23,"ME","STOCKHOLM","STANDARD"
1637,"04785",23,"ME","VAN BUREN","STANDARD"
1638,"04786",23,"ME","WASHBURN","STANDARD"
1639,"04787",23,"ME","WESTFIELD","STANDARD"
1640,"04841",23,"ME","ROCKLAND","STANDARD"
1641,"04843",23,"ME","CAMDEN","STANDARD"
1642,"04847",23,"ME","HOPE","STANDARD"
1643,"04848",23,"ME","ISLESBORO","STANDARD"
1644,"04849",23,"ME","LINCOLNVILLE","STANDARD"
1645,"04850",23,"ME","LINCOLNVILLE CENTER","PO BOX"
1646,"04851",23,"ME","MATINICUS","PO BOX"
1647,"04852",23,"ME","MONHEGAN","PO BOX"
1648,"04853",23,"ME","NORTH HAVEN","STANDARD"
1649,"04854",23,"ME","OWLS HEAD","STANDARD"
1650,"04855",23,"ME","PORT CLYDE","PO BOX"
1651,"04856",23,"ME","ROCKPORT","STANDARD"
1652,"04858",23,"ME","SOUTH THOMASTON","STANDARD"
1653,"04859",23,"ME","SPRUCE HEAD","STANDARD"
1654,"04860",23,"ME","TENANTS HARBOR","STANDARD"
1655,"04861",23,"ME","THOMASTON","STANDARD"
1656,"04862",23,"ME","UNION","STANDARD"
1657,"04863",23,"ME","VINALHAVEN","STANDARD"
1658,"04864",23,"ME","WARREN","STANDARD"
1659,"04865",23,"ME","WEST ROCKPORT","PO BOX"
1660,"04901",23,"ME","WATERVILLE","STANDARD"
1661,"04903",23,"ME","WATERVILLE","PO BOX"
1662,"04910",23,"ME","ALBION","STANDARD"
1663,"04911",23,"ME","ANSON","STANDARD"
1664,"04912",23,"ME","ATHENS","STANDARD"
1665,"04915",23,"ME","BELFAST","STANDARD"
1666,"04917",23,"ME","BELGRADE","STANDARD"
1667,"04918",23,"ME","BELGRADE LAKES","STANDARD"
1668,"04920",23,"ME","BINGHAM","STANDARD"
1669,"04921",23,"ME","BROOKS","STANDARD"
1670,"04922",23,"ME","BURNHAM","STANDARD"
1671,"04923",23,"ME","CAMBRIDGE","STANDARD"
1672,"04924",23,"ME","CANAAN","STANDARD"
1673,"04925",23,"ME","CARATUNK","STANDARD"
1674,"04926",23,"ME","CHINA VILLAGE","PO BOX"
1675,"04927",23,"ME","CLINTON","STANDARD"
1676,"04928",23,"ME","CORINNA","STANDARD"
1677,"04929",23,"ME","DETROIT","STANDARD"
1678,"04930",23,"ME","DEXTER","STANDARD"
1679,"04932",23,"ME","DIXMONT","STANDARD"
1680,"04933",23,"ME","EAST NEWPORT","PO BOX"
1681,"04935",23,"ME","EAST VASSALBORO","PO BOX"
1682,"04936",23,"ME","EUSTIS","STANDARD"
1683,"04937",23,"ME","FAIRFIELD","STANDARD"
1684,"04938",23,"ME","FARMINGTON","STANDARD"
1685,"04939",23,"ME","GARLAND","STANDARD"
1686,"04940",23,"ME","FARMINGTON FALLS","STANDARD"
1687,"04941",23,"ME","FREEDOM","STANDARD"
1688,"04942",23,"ME","HARMONY","STANDARD"
1689,"04943",23,"ME","HARTLAND","STANDARD"
1690,"04944",23,"ME","HINCKLEY","PO BOX"
1691,"04945",23,"ME","JACKMAN","STANDARD"
1692,"04947",23,"ME","KINGFIELD","STANDARD"
1693,"04949",23,"ME","LIBERTY","STANDARD"
1694,"04950",23,"ME","MADISON","STANDARD"
1695,"04951",23,"ME","MONROE","STANDARD"
1696,"04952",23,"ME","MORRILL","STANDARD"
1697,"04953",23,"ME","NEWPORT","STANDARD"
1698,"04954",23,"ME","NEW PORTLAND","PO BOX"
1699,"04955",23,"ME","NEW SHARON","STANDARD"
1700,"04956",23,"ME","NEW VINEYARD","STANDARD"
1701,"04957",23,"ME","NORRIDGEWOCK","STANDARD"
1702,"04958",23,"ME","NORTH ANSON","STANDARD"
1703,"04961",23,"ME","NEW PORTLAND","STANDARD"
1704,"04962",23,"ME","NORTH VASSALBORO","PO BOX"
1705,"04963",23,"ME","OAKLAND","STANDARD"
1706,"04964",23,"ME","OQUOSSOC","PO BOX"
1707,"04965",23,"ME","PALMYRA","STANDARD"
1708,"04966",23,"ME","PHILLIPS","STANDARD"
1709,"04967",23,"ME","PITTSFIELD","STANDARD"
1710,"04969",23,"ME","PLYMOUTH","STANDARD"
1711,"04970",23,"ME","RANGELEY","STANDARD"
1712,"04971",23,"ME","SAINT ALBANS","STANDARD"
1713,"04972",23,"ME","SANDY POINT","PO BOX"
1714,"04973",23,"ME","SEARSMONT","STANDARD"
1715,"04974",23,"ME","SEARSPORT","STANDARD"
1716,"04975",23,"ME","SHAWMUT","PO BOX"
1717,"04976",23,"ME","SKOWHEGAN","STANDARD"
1718,"04978",23,"ME","SMITHFIELD","STANDARD"
1719,"04979",23,"ME","SOLON","STANDARD"
1720,"04981",23,"ME","STOCKTON SPRINGS","STANDARD"
1721,"04982",23,"ME","STRATTON","STANDARD"
1722,"04983",23,"ME","STRONG","STANDARD"
1723,"04984",23,"ME","TEMPLE","STANDARD"
1724,"04985",23,"ME","WEST FORKS","STANDARD"
1725,"04986",23,"ME","THORNDIKE","STANDARD"
1726,"04987",23,"ME","TROY","STANDARD"
1727,"04988",23,"ME","UNITY","STANDARD"
1728,"04989",23,"ME","VASSALBORO","STANDARD"
1729,"04992",23,"ME","WEST FARMINGTON","PO BOX"
1730,"05001",53,"VT","WHITE RIVER JUNCTION","STANDARD"
1731,"05009",53,"VT","WHITE RIVER JUNCTION","UNIQUE"
1732,"05030",53,"VT","ASCUTNEY","PO BOX"
1733,"05031",53,"VT","BARNARD","PO BOX"
1734,"05032",53,"VT","BETHEL","STANDARD"
1735,"05033",53,"VT","BRADFORD","STANDARD"
1736,"05034",53,"VT","BRIDGEWATER","STANDARD"
1737,"05035",53,"VT","BRIDGEWATER CORNERS","STANDARD"
1738,"05036",53,"VT","BROOKFIELD","STANDARD"
1739,"05037",53,"VT","BROWNSVILLE","STANDARD"
1740,"05038",53,"VT","CHELSEA","STANDARD"
1741,"05039",53,"VT","CORINTH","STANDARD"
1742,"05040",53,"VT","EAST CORINTH","STANDARD"
1743,"05041",53,"VT","EAST RANDOLPH","STANDARD"
1744,"05042",53,"VT","EAST RYEGATE","STANDARD"
1745,"05043",53,"VT","EAST THETFORD","STANDARD"
1746,"05045",53,"VT","FAIRLEE","STANDARD"
1747,"05046",53,"VT","GROTON","STANDARD"
1748,"05047",53,"VT","HARTFORD","PO BOX"
1749,"05048",53,"VT","HARTLAND","STANDARD"
1750,"05049",53,"VT","HARTLAND FOUR CORNERS","PO BOX"
1751,"05050",53,"VT","MC INDOE FALLS","PO BOX"
1752,"05051",53,"VT","NEWBURY","STANDARD"
1753,"05052",53,"VT","NORTH HARTLAND","STANDARD"
1754,"05053",53,"VT","NORTH POMFRET","STANDARD"
1755,"05054",53,"VT","NORTH THETFORD","PO BOX"
1756,"05055",53,"VT","NORWICH","STANDARD"
1757,"05056",53,"VT","PLYMOUTH","STANDARD"
1758,"05058",53,"VT","POST MILLS","STANDARD"
1759,"05059",53,"VT","QUECHEE","PO BOX"
1760,"05060",53,"VT","RANDOLPH","STANDARD"
1761,"05061",53,"VT","RANDOLPH CENTER","STANDARD"
1762,"05062",53,"VT","READING","STANDARD"
1763,"05065",53,"VT","SHARON","STANDARD"
1764,"05067",53,"VT","SOUTH POMFRET","STANDARD"
1765,"05068",53,"VT","SOUTH ROYALTON","STANDARD"
1766,"05069",53,"VT","SOUTH RYEGATE","STANDARD"
1767,"05070",53,"VT","SOUTH STRAFFORD","STANDARD"
1768,"05071",53,"VT","SOUTH WOODSTOCK","STANDARD"
1769,"05072",53,"VT","STRAFFORD","STANDARD"
1770,"05073",53,"VT","TAFTSVILLE","STANDARD"
1771,"05074",53,"VT","THETFORD","PO BOX"
1772,"05075",53,"VT","THETFORD CENTER","STANDARD"
1773,"05076",53,"VT","TOPSHAM","STANDARD"
1774,"05077",53,"VT","TUNBRIDGE","STANDARD"
1775,"05079",53,"VT","VERSHIRE","STANDARD"
1776,"05081",53,"VT","WELLS RIVER","STANDARD"
1777,"05083",53,"VT","WEST FAIRLEE","STANDARD"
1778,"05084",53,"VT","WEST HARTFORD","STANDARD"
1779,"05085",53,"VT","WEST NEWBURY","PO BOX"
1780,"05086",53,"VT","WEST TOPSHAM","STANDARD"
1781,"05088",53,"VT","WILDER","PO BOX"
1782,"05089",53,"VT","WINDSOR","STANDARD"
1783,"05091",53,"VT","WOODSTOCK","STANDARD"
1784,"05101",53,"VT","BELLOWS FALLS","STANDARD"
1785,"05141",53,"VT","CAMBRIDGEPORT","STANDARD"
1786,"05142",53,"VT","CAVENDISH","STANDARD"
1787,"05143",53,"VT","CHESTER","STANDARD"
1788,"05146",53,"VT","GRAFTON","STANDARD"
1789,"05148",53,"VT","LONDONDERRY","STANDARD"
1790,"05149",53,"VT","LUDLOW","STANDARD"
1791,"05150",53,"VT","NORTH SPRINGFIELD","STANDARD"
1792,"05151",53,"VT","PERKINSVILLE","STANDARD"
1793,"05152",53,"VT","PERU","STANDARD"
1794,"05153",53,"VT","PROCTORSVILLE","STANDARD"
1795,"05154",53,"VT","SAXTONS RIVER","STANDARD"
1796,"05155",53,"VT","SOUTH LONDONDERRY","STANDARD"
1797,"05156",53,"VT","SPRINGFIELD","STANDARD"
1798,"05158",53,"VT","WESTMINSTER","STANDARD"
1799,"05159",53,"VT","WESTMINSTER STATION","PO BOX"
1800,"05161",53,"VT","WESTON","STANDARD"
1801,"05201",53,"VT","BENNINGTON","STANDARD"
1802,"05250",53,"VT","ARLINGTON","STANDARD"
1803,"05251",53,"VT","DORSET","STANDARD"
1804,"05252",53,"VT","EAST ARLINGTON","STANDARD"
1805,"05253",53,"VT","EAST DORSET","STANDARD"
1806,"05254",53,"VT","MANCHESTER","PO BOX"
1807,"05255",53,"VT","MANCHESTER CENTER","STANDARD"
1808,"05257",53,"VT","NORTH BENNINGTON","STANDARD"
1809,"05260",53,"VT","NORTH POWNAL","STANDARD"
1810,"05261",53,"VT","POWNAL","STANDARD"
1811,"05262",53,"VT","SHAFTSBURY","STANDARD"
1812,"05301",53,"VT","BRATTLEBORO","STANDARD"
1813,"05302",53,"VT","BRATTLEBORO","PO BOX"
1814,"05303",53,"VT","BRATTLEBORO","PO BOX"
1815,"05304",53,"VT","BRATTLEBORO","PO BOX"
1816,"05340",53,"VT","BONDVILLE","STANDARD"
1817,"05341",53,"VT","EAST DOVER","STANDARD"
1818,"05342",53,"VT","JACKSONVILLE","STANDARD"
1819,"05343",53,"VT","JAMAICA","STANDARD"
1820,"05344",53,"VT","MARLBORO","PO BOX"
1821,"05345",53,"VT","NEWFANE","STANDARD"
1822,"05346",53,"VT","PUTNEY","STANDARD"
1823,"05350",53,"VT","READSBORO","STANDARD"
1824,"05351",53,"VT","SOUTH NEWFANE","STANDARD"
1825,"05352",53,"VT","STAMFORD","STANDARD"
1826,"05353",53,"VT","TOWNSHEND","STANDARD"
1827,"05354",53,"VT","VERNON","STANDARD"
1828,"05355",53,"VT","WARDSBORO","STANDARD"
1829,"05356",53,"VT","WEST DOVER","STANDARD"
1830,"05357",53,"VT","WEST DUMMERSTON","PO BOX"
1831,"05358",53,"VT","WEST HALIFAX","STANDARD"
1832,"05359",53,"VT","WEST TOWNSHEND","STANDARD"
1833,"05360",53,"VT","WEST WARDSBORO","STANDARD"
1834,"05361",53,"VT","WHITINGHAM","STANDARD"
1835,"05362",53,"VT","WILLIAMSVILLE","STANDARD"
1836,"05363",53,"VT","WILMINGTON","STANDARD"
1837,"05401",53,"VT","BURLINGTON","STANDARD"
1838,"05402",53,"VT","BURLINGTON","PO BOX"
1839,"05403",53,"VT","SOUTH BURLINGTON","STANDARD"
1840,"05404",53,"VT","WINOOSKI","STANDARD"
1841,"05405",53,"VT","BURLINGTON","UNIQUE"
1842,"05406",53,"VT","BURLINGTON","PO BOX"
1843,"05407",53,"VT","SOUTH BURLINGTON","PO BOX"
1844,"05408",53,"VT","BURLINGTON","STANDARD"
1845,"05439",53,"VT","COLCHESTER","UNIQUE"
1846,"05440",53,"VT","ALBURGH","STANDARD"
1847,"05441",53,"VT","BAKERSFIELD","STANDARD"
1848,"05442",53,"VT","BELVIDERE CENTER","STANDARD"
1849,"05443",53,"VT","BRISTOL","STANDARD"
1850,"05444",53,"VT","CAMBRIDGE","STANDARD"
1851,"05445",53,"VT","CHARLOTTE","STANDARD"
1852,"05446",53,"VT","COLCHESTER","STANDARD"
1853,"05447",53,"VT","EAST BERKSHIRE","STANDARD"
1854,"05448",53,"VT","EAST FAIRFIELD","STANDARD"
1855,"05449",53,"VT","COLCHESTER","PO BOX"
1856,"05450",53,"VT","ENOSBURG FALLS","STANDARD"
1857,"05451",53,"VT","ESSEX","PO BOX"
1858,"05452",53,"VT","ESSEX JUNCTION","STANDARD"
1859,"05453",53,"VT","ESSEX JUNCTION","PO BOX"
1860,"05454",53,"VT","FAIRFAX","STANDARD"
1861,"05455",53,"VT","FAIRFIELD","STANDARD"
1862,"05456",53,"VT","FERRISBURGH","STANDARD"
1863,"05457",53,"VT","FRANKLIN","STANDARD"
1864,"05458",53,"VT","GRAND ISLE","STANDARD"
1865,"05459",53,"VT","HIGHGATE CENTER","STANDARD"
1866,"05460",53,"VT","HIGHGATE SPRINGS","PO BOX"
1867,"05461",53,"VT","HINESBURG","STANDARD"
1868,"05462",53,"VT","HUNTINGTON","STANDARD"
1869,"05463",53,"VT","ISLE LA MOTTE","STANDARD"
1870,"05464",53,"VT","JEFFERSONVILLE","STANDARD"
1871,"05465",53,"VT","JERICHO","STANDARD"
1872,"05466",53,"VT","JONESVILLE","PO BOX"
1873,"05468",53,"VT","MILTON","STANDARD"
1874,"05469",53,"VT","MONKTON","PO BOX"
1875,"05470",53,"VT","MONTGOMERY","PO BOX"
1876,"05471",53,"VT","MONTGOMERY CENTER","STANDARD"
1877,"05472",53,"VT","NEW HAVEN","STANDARD"
1878,"05473",53,"VT","NORTH FERRISBURGH","STANDARD"
1879,"05474",53,"VT","NORTH HERO","STANDARD"
1880,"05476",53,"VT","RICHFORD","STANDARD"
1881,"05477",53,"VT","RICHMOND","STANDARD"
1882,"05478",53,"VT","SAINT ALBANS","STANDARD"
1883,"05479",53,"VT","ESSEX JUNCTION","UNIQUE"
1884,"05481",53,"VT","SAINT ALBANS BAY","PO BOX"
1885,"05482",53,"VT","SHELBURNE","STANDARD"
1886,"05483",53,"VT","SHELDON","STANDARD"
1887,"05485",53,"VT","SHELDON SPRINGS","PO BOX"
1888,"05486",53,"VT","SOUTH HERO","STANDARD"
1889,"05487",53,"VT","STARKSBORO","STANDARD"
1890,"05488",53,"VT","SWANTON","STANDARD"
1891,"05489",53,"VT","UNDERHILL","STANDARD"
1892,"05490",53,"VT","UNDERHILL CENTER","PO BOX"
1893,"05491",53,"VT","VERGENNES","STANDARD"
1894,"05492",53,"VT","WATERVILLE","STANDARD"
1895,"05494",53,"VT","WESTFORD","STANDARD"
1896,"05495",53,"VT","WILLISTON","STANDARD"
1897,"05501",26,"MA","ANDOVER","UNIQUE"
1898,"05601",53,"VT","MONTPELIER","PO BOX"
1899,"05602",53,"VT","MONTPELIER","STANDARD"
1900,"05603",53,"VT","MONTPELIER","UNIQUE"
1901,"05604",53,"VT","MONTPELIER","UNIQUE"
1902,"05609",53,"VT","MONTPELIER","UNIQUE"
1903,"05620",53,"VT","MONTPELIER","UNIQUE"
1904,"05633",53,"VT","MONTPELIER","UNIQUE"
1905,"05640",53,"VT","ADAMANT","STANDARD"
1906,"05641",53,"VT","BARRE","STANDARD"
1907,"05647",53,"VT","CABOT","STANDARD"
